Sentencias;label
And, as a matter of fact, I was flying off the southern coast of Cuba, as we had surrounded Hurricane Charley, as it was moving to the northwest, dropping those instruments that gave realtime data that, then, we collected on the airplane and beamed it by satellite back to the National Hurricane Center, and has given us the opportunity for very accurate forecasting.;N
I think Senator Snowe mentioned that it was actually the NOAA Pacific Tsunami Warning Center in Hawaii that picked up the earthquake off Indonesia, but they didn't have the buoys out there to know where the tsunami was going.;N
And then, in your Department, you have the National Telecommunications and Information Administration that oversees Federal Government spectrum usage of the electromagnetic spectrum.;N
We simply need to relieve some of the spectrum that now, with digital, can be combined and--do what with it?;N
We have battled here on this Committee, because there are powerful entities that we are battling.;N
And yet, for the good of the country, we're going to have to do that, and we're going to have to accommodate all these people in the telecommunications industry.;N
Eventually, we're going to have to address the intellectual property issue with regard to other countries, particularly China.;N
That means a great deal to our country and to its ability to compete in the world, and that's going to be in your sphere of influence, as well.;N
I enjoyed our brief conversation the other evening, and I look forward to working with you.;N
Nebraska's economy, as is the case with many economies in the Midwest, is driven by agricultural and non-agricultural trade, especially as it pertains to exports to other parts of the world.;N
"I doubt that you expected to talk as much about trade today as, perhaps, you have, given the fact that Ambassador Zoellick gets an earful, as well, about the challenges we have with trade, the growing deficit that we have in so many parts of the world, particularly with the People's Republic of China; the weak dollar and how that is supposed to work to our benefit, but it gets pegged by other currency and, therefore, there is no major advantage; the European barriers, which I suspect you may know first hand, coming from the food-";N
processing and packaging and distribution industry, as it relates to the genetically modified organisms and all the other ways that the Europeans seem to have not to import our agricultural products.;N
And you probably have received an earful about the importance of free trade combined with fair trade, so that we do have the ability to throw a flag when there's a--;N
where there's an infraction, to try to get something resolved as quickly as we possibly can.;N
Having set that up as a background, without setting you up, do you have any particular thoughts about what you might do to work with Ambassador Zoellick, within the Administration, and with this Committee and others, to try to resolve some of the major disputes, such as with the European trading partners, perhaps with Canada and some of the areas that we challenge there.;N
One big idea or something that might be able to give us some idea of what you have in mind.;N
As it relates to the currency, I suspect that Secretary Snow has some interest in that, and you'll have the opportunity to work with him.;N
But we were all told that a weak dollar would be good for exports from America, because the high value of the other currency should be able to buy more.;N
As it relates to balance of trade, as you look to the future, because of the importance of exports from America, particularly as it relates to manufactured goods, do you have any thoughts about steel prices?;N
But the challenge that we have right now with the steel prices in the U.S. versus steel prices elsewhere, and the outsourcing and the offshoring of jobs----;N
Mr. Chairman, before proceeding with my questions, I'd like to, most respectfully, suggest to the Secretary-designee that when Chairman Stevens invites you to Alaska, there's only one answer:----;N
Could I inquire of the Senator from Hawaii, maybe a trip with the Secretary to your state would be in order.;N
And we would ask that you respond, to the questions that have been submitted to you, by Friday, if it's possible, Mr. Secretary.;N
Mr. Gutierrez, I've had the high privilege and the great honor of serving in the Congress for--since 1949--1959, I'm sorry--and in the Senate for 42 years.;N
And in that period, I've had the opportunity to work with Cabinet Secretaries, appointees of several Presidents.;N
And all of them would have resumes speaking highly of their academic accomplishments, doctorate from Harvard, or a Ph.D. from some other place, Oxford and all of this.;N
And all the appointees that I've sat through on their hearings of this nature, you're the only appointee that I know of who has no college degree.;N
What makes your background such that you believe would well serve the country as Secretary of Commerce?;N
And I know that it's quite un-senatorial to announce your decision before decision-time, but I'm prepared to cast my vote in your favor at this moment.;N
I want to tell you that I served as an assistant to a Cabinet Officer, Secretary of the Interior Fred Seaton, who had no college degree.;N
So I feel sorry for your assistants, because I think you know how to work, and you'll work the people around you as they should work.;N
At the direction and instructions of the Chair, I want to welcome all the nominees with us today and especially the families.;N
You have a lot to be proud of, and I know that this is a very important day for all of you.;N
And so I will place my statement on each nominee in the record, because I think we would like to expedite the hearings.;N
I have come with my esteemed colleague, Senator Mikulski, to introduce a highly respected leader in Maryland's scientific community, Dr. Michael Griffin, who is the President's nominee to serve as the next Administrator of NASA.;N
"He has his Bachelor of Arts degree in Physics from the Johns Hopkins University, and he has earned five master's degrees; Aerospace Science from Catholic University, Electrical Engineering from the University of Southern California, Applied Physics from Johns Hopkins, Civil Engineering from George Washington University, and Business Administration from Loyola College of Maryland.";D
He is currently the Space Department Head of the Johns Hopkins University Applied Physics Laboratory in Howard County, Maryland.;N
Johns Hopkins APL is a nonprofit division of the Johns Hopkins University, and, under the strong leadership of Dr. Richard Rocca, serves as one of the premier research and development institutions in the nation.;N
For almost 50 years, APL's Space Division has played a central role in supporting our nation's civilian and military space programs.;N
The New York Times put it well in an editorial strongly supporting Dr. Griffin's nomination, entitled very simply but appropriately, ``A Talented Leader.'';N
He has held a number of leadership positions during his long career in both the public and private sectors.;D
They have demanded an extraordinarily high level of both scientific excellence and administrative capabilities.;N
Currently the head of APL's Space Division, Mike Griffin oversees a staff of over 600 employees, and a budget well in excess of $200 million.;N
He has, of course, had very important experience at NASA in the upper echelons as both the Chief Engineer and the Associate Administrator for Exploration.;D
In addition to his administrative and research interests, he has continued to do important academic work.;D
We think that the expertise and the passion that Mike Griffin brings to the job is exactly what is needed.;N
I am very pleased to come before the Committee today to very strongly endorse his nomination.;N
And I very much hope the Committee can act expeditiously and favorably on this nomination.;N
And not only does he, in fact, bring the credentials to the table that he is, in fact, a rocket scientist, he carries himself with great humility.;D
I am here really under two flags: One, the proud flag of Maryland, talking about one of Maryland's favorite sons, Dr. Mike Griffin, to be nominated for the NASA Administrator, and then the other as the Ranking Member on the Senate Appropriations Committee who has responsibility for the funding of NASA programs.;N
I want to thank President Bush for nominating such an outstanding candidate to head up NASA at this time of great strategic importance for NASA's future and also the fact that the NASA Administrator has to deal with the long-range plans and the short-range crises that we are now facing.;D
Under the Maryland flag, as Senator Sarbanes said, Mike Griffin is really a hometown guy, coming from Aberdeen, the home of Cal Ripken, Jr.;D
What is important about that is he brings those, what we call, those Ripken values, that Ripken way, to NASA.;N
To be the best of what you best can be and to work hard at it, to concentrate with a high level and degree of competence, but at the same time to put values into action, playing by the rules, serving your community, and being an outstanding citizen.;N
He has five master's degrees in a variety of engineering and physics, and also even an MBA from Loyola College.;D
Thank God that we are really going to have someone who understands what this is all about.;D
Because the very safety of our astronauts will depend on the quality of this NASA Administrator, as we get ready to return to flight.;N
Much has been made over the fact that he worked at the Johns Hopkins Applied Physics Lab, heading their Space Department, knowing what earth science means, knowing what space science means, and knowing what it means to be a contractor and to meet the bottom line while serving the nation.;D
I am delighted and proud to introduce someone who is not a rocket scientist, but an expert on transportation and administration, to the Committee.;D
We have worked closely together on many transportation projects in New York State, and I think he will do a great job at FRA.;D
And I recommend him wholeheartedly, as does my colleague, Senator Clinton, who could not be here today.;N
Joe has been the head of the New York State Department of Transportation for the last 7 years.;D
He made a lifetime of working to make all modes of New York's transportation system safer and more efficient.;D
He has worked his way up from being manager of both the Transportation and Parking Authorities of Rome, New York, to Commissioner of Public Transportation in Broome County, in which Binghamton lies, to finally becoming the Commissioner of Transportation in 1997.;D
And New York has one of the largest and most complex transportation systems in the country.;N
Throughout these experiences, Commissioner Boardman showed that he possessed the unique knowledge of how essential, safe, fast, and easily accessible transportation is vital to local communities and to economic growth of entire states, regions, and across the country.;D
I am proud to say that, as Commissioner, Joe has expanded Amtrak service across New York, presiding over record growth in ridership.;D
He has enhanced his department's ability to inspect and crack down on rail safety violations and made safety a top priority.;D
Before I sat down with the Commissioner and spoke with him, he assured me he would fight hard for Amtrak.;D
We all know that is going to be a big, big fight in the Senate this year and in the budget.;N
And furthermore, with the recent revelations of safety lapses in our rail system, particularly our freight rail system, he has assured me he would focus on that.;D
I am proud to endorse his nomination and introduce him to this very, very special Committee.;N
Senator Inouye, distinguished Committee Members, it gives me great pleasure and it is indeed an honor to support this morning Bill Cobey, nominated to serve as a member of the Washington Airports Authority Board.;N
Bill has demonstrated a long and dedicated commitment to public service over the years for our Home State of North Carolina and our nation.;D
Without a doubt, one of the most rewarding and challenging projects I chose to undertake while serving as Secretary of Transportation was the task of moving National and Dulles International Airports out of the Federal Government.;N
I will never forget the night in 1984 when my husband and I were having a little pillow talk, Senator Inouye.;N
I later found that Bob was absolutely correct in predicting the journey to regional control would be a very tough one indeed.;N
But after 3 years of dedicated effort from a very talented team and the help of you, Senator Inouye, and other Committee Members, it passed both houses of Congress and was signed into law by President Reagan.;D
In 1987, independent operation of Washington's two airports became a successful partnership.;N
The airports were able to raise the necessary funds through sales of tax-free bonds to provide for the capital improvements and expansions.;N
Today, Washington's two airports serve 39 million passengers annually with 1,069 daily flights to over 100 destinations throughout the United States and 36 countries worldwide.;N
It is the responsibility of the Washington Airports Authority Board to oversee the airports and their security, safety, development and maintenance.;N
I commend the board for their excellence in handling the more than 100,000 passengers who use the two airports on a daily basis.;N
And Senator Inouye, I thank you for your hard work in making that bill a bipartisan effort, which has indeed made air travel to and from our nation's capital far easier and less expensive.;D
I know that Bill Cobey will be a wonderful asset, will do a great job as an addition to the Airports Authority Board.;N
Bill has served his state and nation in many different capacities, and he has an outstanding list of accomplishments.;D
He received his undergraduate education from Emory University in Atlanta and then earned an MBA from the prestigious Wharton School of Business at the University of Pennsylvania and an M.Ed. in health and physical education from the University of Pittsburgh.;D
Prior to representing North Carolina in the U.S. Congress, Bill served as Governor Jim Martin's Deputy Secretary of Transportation and later as Secretary of North Carolina's Department of Environment, Health, and Natural Resources.;D
A devoted husband, father and grandfather, Bill is a man I am proud to call my friend, a man of tremendous character, a man committed to making our country better.;D
I thank you for this opportunity to express my admiration and respect for Bill Cobey, Mr. Chairman, and to present him to the Committee.;N
I am proud to be here today representing North Carolina, the home of this year's collegiate basketball champions and, as of last night, Miss USA.;N
And I am here today to fully endorse his nomination to the board of the Metropolitan Washington Airport Authority.;N
It should be noted that Bill was elected to the House of Representatives in 1984 and served with Senators McCain, Lott, Snowe, Dorgan, and Senator Boxer, all current Members of the Commerce Committee, as Members of the House in the 98th Congress.;D
While Bill's well-documented service to our state and country as a Congressman, cabinet secretary in Raleigh, and public university advocate qualify him for a position on the Authority's board, I believe it will be his background as an athletic director at one of the nation's most successful universities that will best serve the mission of the board.;D
Athletic directors are known for their tenacity in raising money and support for capital improvement projects.;N
And his success at the University of North Carolina and the success of the school's athletic program and what it enjoys today are the direct result of capital campaigns undertaken by the school during his tenure as athletic director.;N
His wealth of knowledge in these endeavors and deep reserve of people skills will position the Authority well as it prepares current and future capital improvements at Reagan and Dulles Airports.;D
And now it is my pleasure to call upon the first panel, Dr. Michael Griffin, nominated to be Administrator of the National Aeronautics and Space Administration, and Mr. Joseph Boardman, nominated to be Administrator of the Federal Railroad Administration.;N
As Chairman of the NASA and Science Subcommittee, I just want to say how pleased I am with the nomination of Dr. Michael Griffin, because I think having his leadership, his expertise, his knowledge at this time when we are trying to get the return to flight and set NASA on its mission for the next 50 years, I think having a leader such as Michael Griffin will enable us to get a clear focus of where we want NASA to go.;D
We are going to have several hearings in our Committee to talk about the importance of the Shuttle, and the Space Station.;N
But I do want to ask the Chairman and the Ranking Member to consider trying to get Dr. Griffin's nomination out of the Senate this week.;N
And having the, not permanent leader of NASA, but certainly the designated leader of NASA on board by Monday would help accomplish the return to flight on that timetable.;D
So Mr. Chairman, I hope that we can expedite his votes from the Committee and further have this on the Senate floor before we leave this week.;N
And if you can honor Senator Hutchison's request to expedite this nomination to the floor so that he could be in place the beginning of next week, I think it would serve the Nation well.;N
And I ask, first of all, unanimous consent that my full statement would be put in the record.;N
Without objection, and Senator Schumer's statement introducing Mr. Boardman will appear, too.;N
Just in a short word, Mr. Chairman, we are fortunate to have the kind of candidates for these lofty positions that we do have.;N
And I think fair to say that Amtrak and passenger rail service is a primary concern of mine, not the only one.;N
But I am worried, Mr. Boardman, what might happen if Amtrak, for instance, stopped running the Empire service from New York City to Niagara Falls or the Adirondack trains from New York City to Montreal.;N
Now, would--the city of New York--you have experience there--be prepared to pick up the costs to continue those operations?;N
Yes, but Mr. Boardman, you are aware of the fact that the recommendation by the President would abolish much, if not all, of Amtrak's services.;N
And I asked you the question deliberately about the service on the two lines we were just discussing.;N
Is New York State--and you said that, you know, you said that no state is going to step up voluntarily to do it.;N
The question is: With your unique experience in New York State and in railroading for such a long time, transportation, will New York State be able to fully take over the responsibility of running the railroad from New York City on north in these two lines?;N
Well, is supporting with the money included or supporting it in a philosophical kind of thing?;N
Because what we are looking at is a question of whether or not we have the resources to continue to provide this intercity passenger rail service.;N
So New York State, it is in your belief that New York State would step up and provide all of the services that are presently there on their own, without assistance from Amtrak.;N
You might be able to run all kinds of things, but without the appropriate amount of fuel and resource, it cannot happen.;N
Now as Chairman of AASHTO's Standing Committee on Rail Transportation, you are responsible for the report that stressed the primary role of the Federal Government to ensure adequate funding for passenger rail.;N
Now, we have a zero proposal, a proposal of zero level for funding on passenger rail in this Fiscal Year 2006 budget.;N
But when you throw in a condition like that, when there has been so much cost reduction, personnel reduction and so forth.;N
How do you ensure that the freight railroads, for instance, will give reasonable scheduling priority so that the freight delays will not hamper passenger service, which often occurs?;N
So might we suggest that the same thing should be done with Amtrak, to give them the kind of support that they need?;N
If it was a significant assist for the freight service, then why should we not try to duplicate that for passenger rail service?;N
I am informed that we are now on the defense supplemental, and Senator Inouye and I may be called.;N
Mr. Chairman, in the interest of time, I am going to be brief, because our nominee for NASA is obviously the right person at the right time of leadership.;D
I am going to submit, with your permission, a number of detailed questions that I would like to have for the record, as we, well, as Dr. Griffin leads this agency out of the wilderness.;N
I want to, if I may, just take a couple of moments here to have you state for the record what we have already talked about in private--which I find your views compelling--on such as using your ability in your new position to enable NASA to improve its decision-making process on, example, accepting certain risks before we return to flight.;N
And I confirm your concern as a leader, that I have often felt that the last two tragedies that we have had in NASA, first Challenger and then Columbia, although destruction for different technical reasons, really, it was a common theme.;D
Share with the Committee your concern about the potential hiatus where we would be without an American vehicle for human access to space perhaps in a situation for years relying upon the Russians and where the geopolitics would take us in those years, that suddenly Russia might not be a reliable person, a reliable partner, for access to space, for human access to space.;N
Share your thoughts about that hiatus between the schedule of 2010, shutting down the Shuttle, and several years later possibly before we would have the crew exploration vehicle ready to go.;N
Mr. Chairman, I would only ask at some point in the nominee's testimony, if he might share his vision for the future of NASA, because I think we will hear a refreshing statement.;N
It is my understanding that the Senator's questions as submitted for the record would not be intended to hold up the confirmation process.;N
It has, as I have discussed with Dr. Griffin, been of great concern to me that we would have a 5-;N
I think it is, in addition to a potential problem in stopping the science that is done at the Shuttle, I mean at the Space Station, I think it is a security issue for our country when we are seeing, as you pointed out, other countries going into space.;N
And certainly when I am able to hold our Subcommittee hearings, I will have you back, and we will be able to discuss these things more fully.;N
But of the priorities that I have after return to flight, the 5-year hiatus is the biggest.;N
You said something in your opening statement that you support the Space Station, but we have to make sure that putting people in space is for a mission worthy of the risk.;N
But I want to make sure that we also have the commitment to our international partners to finish the Space Station and that we look for the ways to enhance the science so that it is worthy of the efforts that we are making, both in the medical research, which we are now doing, and potentially with geophysical research, from what we might get on the moon and then maybe into the long-term future, Mars.;N
And I just wanted to ask you if you are committed to finishing the Space Station and if you have other ideas about the kinds of science that we can do that would be worthy of the risk of manned space flight.;N
So you can foresee that there could be equipment testing, as perhaps we go back and forth to the moon, that could--I mean, to--I am sorry, to the moon that could also eventually help us in knowing what it would take to go to Mars? ;N
And I was very pleased to work on this with him because of a situation that happened in San Antonio, Texas, last year where--and it just--it happens in other parts of the country as well.;N
It just happened that we had a huge wreck and it was going through a major metropolitan area.;N
And we know that hazardous materials carriage going through metropolitan areas is an issue that affects many communities.;N
Our bill would require railroads to improve inspections of welded track, develop tank car safety standards, and ask, or actually direct, the FRA to do a relevant rulemaking.;N
And I just wanted to ask you if you are familiar with this issue and if you are committed to better inspection capabilities by the railroads and better oversight from the FRA and also the issue of tank car integrity.;N
Senators, I have urged the staff to notify absent Senators, but we will meet in the President's room right after the next vote or at 2:15 today, whichever occurs first, on the nomination.;N
My time is short here so, Mr. Griffin, I would like to focus some questions with you first.;N
Something that has been in the news recently is the Hubble Spacecraft, or the Hubble Telescope.;N
And I am hearing, I guess, conflicting reports, or maybe I do not understand exactly what is going on.;N
I think that some are saying we should just pretty much abandon it and let it die, and others are saying no, we can send up some sort of robotic spacecraft and get it, you know, reworked for a longer life.;N
In fact, as I understand it, NASA's auditors have not been able to conduct an audit for three of the last 4 years.;N
And the last question I wanted to ask is not so much about space flight or even agency but science and education.;N
Well, I tell you what, I will just write out a question for you for the record, and not to hold up the confirmation, but I would like your thoughts on that.;N
But let me tell you, every time you come before this Committee, I am going to voice concern about the Aeronautics Industry.;N
I think everyone in this Committee, whether they are from Alaska or from Virginia or from Texas or from anywhere else, are concerned about the aeronautics funding because air travel affects us all.;N
One of the great strengths in the 20th century, of America and its leadership, was in aeronautics.;N
For the first time ever, going from 90 percent of the commercial aviation market in the 1940s, we for the first time have come in second last year, down to 45 percent of global sales.;N
This current administration and this proposed budget proposes another cut in half, which is forcing some of our research centers to lay off capable, uniquely skilled individuals, who are not readily found in the market.;N
Moreover, there is a concern about young people in engineering, particularly aeronautical engineering.;N
This certainly does not send a positive message, if we care to be a leader in aeronautics, which I think is important for our security and for prosperity in this country.;N
When one looks at all the developments and the improvements in aviation over the years, many of those, whether it is civilian or for military aircraft, came from the R&D, the high-;N
risk research that was done at our research centers, NASA research centers, around the country.;N
Now I understand that you have yet to be confirmed as Administrator, but I would like for you to explain to me and to our Committee the rationale behind the dramatic cuts in the new vehicle systems program, which is conducting research on the feasibility of hypersonic flight.;N
Could you share with me and our Committee the rationale for these further drastic cuts in aeronautics and, moreover, why the cuts in the new vehicle systems?;N
Well, in the event that we are going to address the concerted plan, which they are effectuating in Europe to dominate by the year 2020, and they are investing a great deal, billions of dollars, in research and development, and producing quality aircraft, do you see cutting research and development for new vehicle systems in aeronautics as a way of addressing that competitive challenge that we are facing, which is important, again, for our military, for civilian aircraft and it actually is also good for our balance of trade.;N
So do you see cutting research and development by half again, so it is about one-quarter of what it was 10 years ago, do you see that as a logical, rational way of handling this or addressing it?;N
Understand, in our private conversation we discussed this as well, how important I feel this is for the future of our country.;N
I feel that we ought to be concerned that, for example, the most advanced fighter must be tested overseas in wind tunnels in Europe, because our own country has failed to invest in our own wind tunnels.;N
And so it is my view that--I know there are a lot of priorities and we do need to be in the lead in space, but we also need to be paying attention to the very practical, beneficial aspects of research and development here in this country, working with the private sector, working with defense, in aeronautics.;N
And I just cannot countenance seeing the atrophying of a very capable skilled work force plus the encouragement for the future with these, I think, penny-wise-;N
And I hope to work with my colleagues to improve the aeronautics funding, particularly for the new vehicle system, which is important for the future.;N
Senator, I will be happy to discuss with you sometime the availability of money for that research and the redundancy of the current research.;N
And to Mr. Boardman, as you may know or may not know, we in Hawaii have one narrow-gauge railroad.;N
Mr. Chairman, I have been called to respond to an amendment by Senator Cochran, but I did want to say that I have known Nancy Nord for longer than I even want to say, at least 30 years.;N
Ms. Nancy Nord has been nominated to be Commissioner of Consumer Products Safety Commission.;N
The Honorable William Cobey is nominated to be a member of the board of directors of the Metropolitan Washington Airports Authority.;N
Let me ask you if you have family with you today that you wish to introduce for the record, either of you?;N
And my opening statement, which I placed in the record, I identified your backgrounds, each of you.;N
Currently the agency has a cap on the fines, $7,000 per product with a ceiling of 1.65 million.;N
We have been receiving letters and e-mail from other interested parties citing, for example, that on June 2003 Endovascular Technologies was fined over $92 million in civil and criminal penalties by FDA.;N
And large corporations can factor certain civil penalties into their cost of doing business.;N
It is my pleasure to present to the Committee Dr. William Jeffrey, of Herndon, Virginia, who's been nominated by the President to be the Director of the National Institute of Standards and Technology.;N
Technology-based innovation, as you know, Mr. Chairman, remains one of the nation's most important competitive challenges.;N
Today, more than at any other time in our history, technological innovation and progress depend on the tools that NIST helps develop to measure, evaluate, and standardize the technologies that emerge.;N
As a result of NIST's work on these tools, we're putting our companies, here in the United States, at the forefront of innovation.;N
When I say the President has made a wise choice, if you look at Dr. Jeffrey's technical leadership skills, his experience both in government and the private sector, make him, truly, an outstanding choice to serve as Director of NIST.;D
Now, we know, as good politicians, when we want to build a crowd, we need to call Mr. Hernandez, because he has brought a crowd here today.;N
I'm very pleased to be able to introduce my fellow Texan, Israel Hernandez, who has been nominated for the positions of--;N
to be Assistant Secretary of Commerce and Director General of the U.S. Foreign and Commercial Service.;N
His hard work and dedication earned him the position of Deputy Assistant to the President, after the President was elected.;D
Mr. Hernandez assisted in strategic planning and intergovernmental affairs at the White House during the President's first term.;N
Currently, he is the Senior Advisor to the Secretary of Commerce and the Acting Under Secretary for International Trade.;D
He has worked so hard his whole life, and this is the area in which he will excel for sure.;D
He graduated from the University of Texas, and he was in the first class to graduate from the George Bush--George H.W. Bush School of Government and Public Affairs at Texas A&M University.;D
do think that he's going to do a great job, and I highly recommend him to our Commerce Committee and for confirmation in the Senate.;D
Well, Mr. Hernandez, you've been nominated to join one of the outstanding leaders, I think, of our country, in Mr. Gutierrez.;D
And in your written statement you mention a strategic vision for foreign and commercial service.;N
And, after the in-depth conversation I had with him, I'm convinced he will make a superb Assistant Secretary.;N
As you've indicated, Mr. Hawley's experience with the Transportation post, I think this experience would be most helpful in this new position.;D
Do you believe that TSA is the central place where direction and policymaking decisions be made involving all modes of transportation?;N
And I think everybody would agree--I hope they would--that the Senate Commerce Committee has really led the way in pushing for increased federal efforts to help secure our nation's passenger and freight railroads.;D
As a former railroad employee with Union Pacific, do you believe that the TSA is doing enough to help railroads meet security needs?;N
you know enough to comment on Amtrak and what needs to be done to make Amtrak more secure?;N
Supposedly, there have been some studies, and the sense is that inline baggage screening systems would save money by increasing efficiency and effectiveness.;N
Now, one last line of questioning, if you will, and that is, after 9/11, you--as I understand it, you helped coordinate the federalized airport screening mission at TSA?;N
What role did you play in the contracting for services to develop the screener work-force?;N
So, does that mean that, for example, you would--you were not involved in setting the staffing level for the number of screeners?;N
As you've noted, you'll be the first Administrator of RITA, so you would have a wide latitude in shaping the goals and policy of this new agency within DOT.;N
I was sitting here thinking of a friend of mine, now deceased, who was spending his time trying to figure out how to use helium-filled balloons to lift containers off the ground and propel them, with some sort of an engine, so that they would move throughout the country without being on the roads.;N
Sensing all the nominees are eager to get to work, I ask that my statement be made part of the record.;N
The Members of this Committee, of course, know well the very significant work of the National Transportation Safety Board.;N
They provide independent federal oversight for all civil aviation accidents in the U.S., as well as investigatory responsibility for significant tragedies on our waterways, railroads, and highways.;N
She then was on the White House Domestic Policy Council during the Carter Administration as Assistant Director for Employment Policy.;D
She then went to work on Capitol Hill, including 4 years as the minority staff director on the Labor and Human Resources Committee, and then went over to the House side and served as Chief of Staff for 7 years for Congressman Sandy Levin who, Mr. Chairman, is here with us this morning.;D
She joined the Clinton Administration in 1993 as Chief of Staff to the Secretary of Labor.;D
She left the Labor Department in 1995, became Assistant to the President and Secretary to the Cabinet.;D
As Cabinet Secretary, she was the key administrative official in the coordination of the response to a number of important natural and national disasters, including the ValuJet and the TWA flight 800 crashes.;D
So she has dealt extensively in that position with the National Transportation Safety Board and the Federal Aviation Administration and knows intimately their work.;D
In March 1997, she was nominated to be Deputy Secretary of Labor, unanimously confirmed by the Senate in that post.;D
So she was at the Labor Department as the Chief Operating Officer of the Department beginning in 1997.;D
She has also served as Vice Chair of the Presidential Council on the U.S. Coast Guard Roles and Missions, and when she left the Federal Government, she was at the National Trust for Historic Preservation for 5 years.;D
She is an enormously accomplished, skilled, knowledgeable, and effective government servant.;D
She has carried out very significant responsibilities in her various positions over the course of her career.;D
And I have every confidence she will do an absolutely outstanding job as a member of the National Transportation Safety Board, and I commend her very strongly to the Committee.;D
I have two letters, one from Senator Barbara Mikulski, the other from Senator Hillary Rodham Clinton, supporting Kathryn O'Leary Higgins for this position.;N
I also want to say to Ms. Dale, living a lot of places around the country, thank you also for choosing Virginia as your place of residence as well.;D
He has impressive qualifications, and I know you have it as part of the record for this nomination.;D
Since his confirmation more than 2\1/2\ and a half years ago, Mark Rosenker has demonstrated himself to be a qualified and energized member of this important federal agency.;D
I suspect during your comments, the Chairman will ask you to introduce your bride and any other colleagues or friends who are here who have come to support your nomination.;N
During his tenure, Mr. Chairman, Mark has brought a wealth of management and advocacy experience to the board.;D
With more than 36 years of active and reserve duty in the Air Force, having risen to the rank of major general, Mark's decorations include the Distinguished Service Medal, Legion of Merit and two Meritorious Service Medals, which is outstanding for somebody to be serving on the National Transportation Safety Board.;N
I think because of his unique combination of private sector and military experience, President Bush appointed Mark to be Deputy Assistant to the President and Director of the White House Military Office.;D
After serving for 2 years in that White House position, President Bush nominated Mark to serve in his current position at the NTSB.;D
Since he was confirmed in March of 2003, President Bush has twice designated Mark to serve in the role of Vice Chairman, and since March of this year, Mark has been serving with distinction as Acting Chairman of the NTSB.;D
During this time on the board, Mark has been a strong and outspoken advocate for transportation safety.;D
For his leadership role and in a variety of ways, but particularly in recreational boating issues, the National Safe Boating Council presented their highest honor, the Confluence Award, to him.;D
This is traditionally given to Members of Congress, and Mark Rosenker is one of the very few executive branch people to receive this award.;D
The aviation industry also acknowledges his leadership role in the challenging issue of preventing runway incursions.;D
He has been outspoken in attempting to get the FAA to require that all children under the age of 2 be secured in safety belts while flying.;N
I think all the passengers would like that, and so long as they are loose enough that the kids can lay over, if they are asleep and quiet, that probably would be fine as well as a parent.;N
He was presented with their 2001 Distinguished Centennial Graduate Award, which is quite an honor.;D
Clearly, Mark Rosenker, Mr. Chairman and Members of the Committee, has demonstrated that he is capable and enthusiastic about the Board and its mission, and I respectfully urge my colleagues to swiftly support his reconfirmation.;D
We have a letter of support here for Ms. Shana Dale from Representative Ralph Hall, and I had several personal phone calls from the administrator saying why had you not been the subject of hearings.;N
Senator I would say in my experience with the Board and looking at some of the current issues, I think there are a number of things that are of concern.;N
I think the IG report that has already been mentioned raises some very troubling issues, and I know that is of concern to the Committee.;N
I know it is a focus of the Vice Chairman and will be, obviously, an important concern to those of us who hope to serve on the Board.;N
There are some other areas that are of interest, for example, the nexus between safety and security.;N
It proved to be an accident, but obviously security has come to the forefront in the last few years, and I am interested in making sure that the focus on safety for all modes of transportation is not being jeopardized by the increased focus on national security.;N
I think there is a concern that we all share about the number of recent accidents in foreign countries on foreign carriers.;N
Our safety record in aviation here has been pretty good the last couple of years, but there are an increasing number of fatal accidents occurring abroad.;N
It made a number of very important recommendations, particularly in the aviation area, about the work of the Board, the needs of the staff.;N
I would hope, if confirmed, to go back to that report and begin to ask some questions about which of those recommendations should get more attention.;N
We need to make sure that there is the training and other kinds of things that the staff there need to get the job done.;N
However, as you are well aware, last week GAO issued a report citing that they submitted 45 recommendations to NASA in 2003, and of that number, 3 have been implemented and I believe 13 partially implemented.;N
What are your thoughts on the fact that airline accidents are now being diminished as compared to other accidents, rail and highways and such?;N
I realize that with 43,000 highway fatalities, you do not have the time to investigate even 1 percent of them.;N
But we note that too large a proportion of those involve teenagers and it also involves exceeding speeds.;N
Mr. Rosenker, every life is valuable whether it is 1 or 1,000, and when you compare the fatality rate on the highways with Iraq, Iraq seems to be a very safe place.;N
Ms. Higgins, in this war on terrorism, we require by law and we mandate that certain things occur, and yet the potential for death and destruction on our highways is much greater than what terrorism has wrecked upon us.;N
Do you think that we should go beyond recommendations and just say this is the way it is going to be done?;N
I know that oftentimes NASA's headlines or news coverage tend to be dominated by the human space flight program, and we understand that.;N
But NASA does many other things, and one of the things you have had at NASA, at the agency, is you have had an initiative on nanotechnology, which I think is really potentially very, very significant.;N
I know research institutions in my state are very focused on nanotechnology, as they are around the country, and it really has a very promising future I believe.;N
How do you find the appropriate balance between human space flight and the other very important scientific missions that NASA has? ;N
I know that in September NASA released its exploration architecture study which includes a plan to return to the moon with Apollo-style capsules, I believe around the year 2018.;N
As I understand the plan, NASA is going to try to find savings within existing programs in order to shift resources to this return to the moon.;N
But as I understand it, maybe one of the areas of savings might be with the Shuttle program, but news reports have indicated that over the next 5 years, the Shuttle will actually need more money, not less, to operate.;N
