sentence	label
Let me turn now to the question of the agency's bureaucracy, anparticularly these costly antime-consuming certification procedures that seem to be holding up getting new ansafer aircraft anequipment out there.	N
Now, what we hear from the general aviation community is that they are particularly concernethat these certification procedures are keeping technological improvements, improvements that woulabsolutely translate into areas of increasesafety, that they are the ones that are not being made a high priority.	N
Can you give us some assurance that, as it relates to certification processes for technological improvements on safety, that you will make that a top priority?	N
Senator Burns, before I call on you I just wondereif Senator Snowe has any comments she wants to make.	N
We have been trying to take care of that dark spot arounBozeman anButte anHelena a long time.	N
I am going to ask you a couple questions, anI do not know where it goes or where it ends up.	N
But somebody is going to run into one another up there one of these days anthey are going to say: Golly, we shoulhave done that 14 years ago.	N
I am aware there has been reports that unairworthy or not properly testeor certifieparts are being placeinto aircraft anengines during their maintenance, repair, anoverhaul cycles, often through so-callePMAs--that is, parts manufacturer's approvals.	N
I also understanthat the FAA has been working on a complete rewrite of its certification procedures for products anparts, Part 21, for the past decade, but it is boggedown anno final rule has been issued.	N
It is the same thing that this Senator that was sitting right here saiabout when are they going to write the rules for the GranCanyon.	N
I am not looking to aany new regulatory burdens on aircraft owners or operators, but it seems to me that the FAA needs to be doing more to ensure that when the work is done to repair anreplace parts on aircraft or their engines, it does not degrade the original safety margins of the equipment.	N
We woullike for those rules to be written anI woullike for them to be reporteback to this Committee, anespecially to me.	N
I am to the enof my rope as far as trying to do some safety things with radar in that little triangle area of Butte, Helena, anBozeman, anI am not getting anywhere there anhe is not getting anywhere on the rules anregulations.	N
There is no excuse for not writing the rules anputting them into effect, at least put them out there where they are open for criticism.	N
As far as screening is concerned, I still think the screening thing--we are discriminateagainst, those of us who wear boots.	N
You cannot have any holes in them now anexpect your wife to speak to you after you go through the screen, No. 1.	N
So I woullike to have your commitment today that that will be high on your priority list once you are confirmed, anI am going to vote for your confirmation, but I want to see something happen down there, Ms. Blakey, I really do, because we have waitelong enough.	N
Well, we are talking about something--anI just want your commitment to that, anexplain to those folks who wrote them rules that maybe they shoulseek employment somewhere else.	N
I wanteto ask a question about something that happeneunder Jane Garvey's years at the FAA.	N
I think she in general dia very goojob, but there was one issue that I disagreewith her on.	D
She urgeCongress to pass a law that liftedelay controls at various airports where there was more demanthan the airport hacapacity for.	N
By 1969 it was at full capacity, ansince 1969 demanhas always exceedecapacity at O'Hare.	N
But in 1969 the FAA put in regulations, delay control regulations to prevent airlines from scheduling more flights at O'Hare than the airport hacapacity to handle.	N
But as soon as Ms. Garvey urgeCongress to lift those delay controls, we passea statute that overrode anwipeout regulations that the FAA put into effect in 1969, delays shot through the roof at O'Hare anthe traveling public has been brought to its knees at O'Hare because the airlines that operate there are alloweto schedule as many flights as they woullike, regardless of the airport's capacity.	N
So I guess--I know that since then the FAA has changeits position with respect to LaGuardia anthey have reimposedelay controls at LaGuardia.	N
We have to endure a system in which the airport has capacity in gooweather for maybe 220 flights an hour.	N
The oldelay controls I think useto make the airlines schedule an average of about 180 flights an hour.	N
Now they can schedule as many as they want, which often means that travelers at O'Hare have no chance of getting off the grounat their scheduledeparture time.	N
Our newspapers in Chicago, the Sun-Times anthe Tribune, have done exposes showing that at some moments of the day--I think 8:45 is a very popular time to fly--the airlines will schedule 25 or more flights to take off at 8:45 in the morning, even though the airport only has capacity for three flights to take off at that time.	N
Woulyou be adverse to looking at that issue anseeing if there is not a better way that we coulmanage delays by somehow preventing the airlines--I know they have a problem; they cannot sit down anwork out their schedules together because that woulraise antitrust issues.	N
Do you have any thoughts on this issue, or is it something you just woulapproach with an open mind?	N
With respect to air traffic control, as we neemore anmore capacity in this country there will be a lot of people urging you to bring flights closer together, to allow procedures at airports such as LAHSO, LanAnHolShort, procedures that potentially cut the margin of safety.	N
When you have to make those kinof decisions, how do you go about balancing safety on the one hananefficiency on the other hand?	N
I was vacationing in Colorado over the recess anhathe opportunity to go visit NORAD in Colorado Springs, anin talking to the Air Force people there they leme to believe that every military plane already has global positioning satellite navigation anthat they use it for their own purposes anthat they are way aheaof commercial aviation in this country.	N
The chairman of Unitewhen I first got sworn into office 4 years ago was telling me about that, anit still has not happened.	N
Is there anything that you can do to speethe realization of global positioning satellite technology on commercial aircraft in this country anhaving it take over our traffic management from the radar-basesystem that we now have?	N
I hope we have a speedy confirmation here in the Senate anI look forwarto working with you in the months anyears to come.	N
I am gratifieto hear that even the Chairman of the Aviation Subcommittee gets checkewhen he goes through his hometown airport for schedule purposes in West Virginia.	N
I think that your appointment sends a very important signal to this country due to your considerable backgrounwith the National Transportation Safety BoaranGovernment service.	N
I am impressewith your knowledge on the issues of safety, of making safety the first anforemost priority, anhaving the depth anbreadth of understanding of those issues anthe implications for the traveling public.	D
I think there is no question, in the aftermath of September 11th, that safety is clearly a major, major priority for this Congress anfor this country.	N
I know in the past, as others have mentionehere in the Committee, that with respect to the National Transportation Safety Boarmany of the policies anrecommendations that have been made have not been implementeby the FAA.	N
I hope that you will take a look at some of those issues in this position, because I do think it is critical for the future to really look at some of the safety recommendations to ensure that we have the highest standards possible in this country for the traveling public.	N
So I welcome you, because I do think that with your skills anleadership it clearly can continue to put FAA at the forefront on those issues that are so important to this country.	D
One of the areas that has been a problem for somebody that represents the State of Maine, anI know the Chairman in West Virginia, is that we are rural States, anthe implications of the type of policies that do come from the FAA do have disparate implications for a small rural State versus more urban States anmore urban communities.	N
For example, recently the FAA issuea policy that allowefor the construction of the sixth runway at Logan Airport, but it was conditional on developing a peak pricing plan, so that they woulincrease the fees for those slots antimes that obviously were at peak times during the course of the day.	N
In the past when that policy has been tried, it clearly has haramifications for small States that rely on small regional carriers.	N
Today they have one service between Boston anPresque Isle anthat is through the Essential Air Service Program.	N
So I am asking you to really consider the implications of policies that affect small anmedium-sizecommunities versus urban areas, because clearly when the decision is made, for example, by Logan Airport anits authority, they are going to make a decision that is obviously going to affect those that carry the least number of passengers.	N
Obviously, coming from a rural area, we are not going to have the big jets going into Logan.	N
Obviously, we are very concernein Maine because it will ultimately affect small regional carriers, the commuter aircraft that rely on going through Logan so that people can make their connections to other parts of the country or abroad.	N
I just think it is important for the FAA when they are crafting that type of policy to make sure that there is an understanding about the effects it has on small, rural areas that rely on commuter air service for any kinof air transportation.	N
Clearly what woulhave happenein the past--that is why it evokesuch a major reaction--was that the first casualty woulbe commuter aircraft, the smaller aircraft, because they carry fewer passengers.	N
But if we were to use that logic, obviously, anwe extrapolate from that, obviously either our service is going to be more expensive if we have it at all, anthat certainly woulbe the implication of that type of policy in the final analysis, because obviously the peak traffic hours are important to those of us here in Maine as well.	N
So I think that we have to design a package that does keep in minthe effects of a policy when it comes to small States that rely on commuter aircraft, because otherwise we woulnever win under that scenario anwe woulultimately face the impact of that type of policy.	N
Obviously, we are very concerneabout this peak pricing policy, anI know that the goal is to reduce delays at Logan anthat is an important objective because they do have major problems with delays.	N
But on the other hand, I want to make sure that we are not excludefrom this process to the extent that we feel the true impact of that policy.	N
On another issue, back in December 2000 the FAA issuean order regarding distribution of takeoff anlanding slots at LaGuardia ana lottery system was helto allocate the limitenumber of slots available to air carriers.	N
One carrier, for example, from our State, again a small carrier, lost most of their slots under this lottery system, in fact as a result droppethe service from Portland, Maine, to LaGuardia.	N
But again, these type of actions ultimately reverberate on the smaller communities in the final analysis, anthe underservecommunities continue to be further underservebecause of these policies.	N
So I woulhope that again when you are looking at implementing these different approaches that you woullook at this, at the impact it woulhave on smaller communities, because the lottery system dihave that effect anso ultimately the carrier dicancel its service because they lost most of their slots.	N
What in your view coulbe done to relieve congestion, at least in terms of what Congress couldo to relieve congestion at various airports?	N
Have you given that any thought at this point in order to ensure that we can take various approaches, what Congress couldo, in addition to airport construction?	N
Well, I think it woulbe important at some point when you assume this position to get your input anproviding it to this Committee anto the Congress about what you view the priorities are in terms of what we couldo now on non-air traffic control initiatives, certainly where the Congress is involved, to ensure that we can do everything we can put in place to avoidelays in the future.	N
We have seen a sharp decrease in delays compareto where we were in 1999 an2000, obviously, with the effects of September 11th anthe economic slowdown.	N
There has been a projection that there will be a billion passengers a year passing through airports by the year 2010, anthe question is will we have the type of technology aninfrastructure in place anwhat shoulCongress be doing if we are not doing it already.	N
So your assessment I think on that woulbe very important as you move aheain your responsibilities in making sure that we are fully informed.	N
One of them is actually for your speeding up of the process of confirmation, although the question is not one that you will welcome.	N
There are some holds on your nomination, as you know, anwe do not want that anit is dangerous for the American people anit is dangerous for everybody who has anything to do with the airline industry for you not to be in that position.	N
Now, the contract was negotiated, it was agreeto, it was signeoff by AFSCME, it was signeoff by the Federal Aviation Administration, it was ratifieby the union members, anthen it was stoppecolin the Office of Management anBudget.	N
It involves 2,000 people anit is not going to go away unless something is done anit potentially coulaffect your confirmation.	N
I am not one of the holders, but you can say that is playing hardball, or you can say this is getting at a basic issue because we are talking about the morale anhow people are treateanthis anthat anthe other thing--contract agreeto, you-them, or your predecessor-them, stoppeat OMB, where so many things in all administrations die, because they have special responsibilities anthey are not always the warmest of hearts that reside over there.	N
before I came to this Committee hearing, I saito another Senator in our caucus that we were going to have this hearing.	N
The Senator made a very interesting comment which resonatewith me, because I have been watching government for quite a long time.	N
I was a Governor for 8 years andinot have quite as many people working for me as you will at 50,000.	N
It always interesteme anit has interesteme a lot more since I have gotten here, in a small State a Governor, for example, to wit you, can issue an order or can do a directive or pursue something anthere is always a fairly close relationship between the State Government anthe people who work for it ana Governor.	N
There were those on this Committee that opposethe idea of aviation security going to homelansecurity.	N
I think it is a gooidea, because I think you have so much to do, you will be involvewith it anyway.	N
But the whole concept of what you call the culture of bureaucracy, the culture of non-change, the culture of, oh, Administrator Blakey is going to come anthen she is going to go.	N
Yes, she will be here for 5 years, that is unusual, but then she will go, then there will be somebody else.	N
This is like Senators who have been here for a long time say: Oh, I have been through five presidents, I have been through seven presidents, whatever it is.	N
There develops this kinof a culture of ``we are who we are anpeople may tell us what to do, but we do not listen because we do what we do.	N
They say the worlhas changed, but our equipment has not changed, our ethos has not changed, our self-esteem has not changed; we show up to work, we do the same thing.''	N
I am on the Intelligence Committee; I watch in there the most intimate animmediate matters of national security, the reluctance of people in various organizations that work on that to change the way they do business, to change their patterns of behavior, basically culture.	N
That is a big deal, people do not show up, anwhen the Administrator shows up that really means something.	N
On the other hand, FAA is changing so fast, needs to change so fast, its various functions neeto be modernizeso quickly.	N
We, for the first time, we were very lax in Congress, finally passea reauthorization bill.	N
But one of the things I think nobody can doubt is that O'Hare may not be a problem for delays in O'Hare itself, but it sure is a problem in West Virginia anevery other place that any plane out of O'Hare flies to or from.	N
Now, that does not mean that you can take air traffic control anask them to do something differently until you have the technology to allow them to either separate distances, altitude in the air, or whatever distances between planes, or finthe technology to allow planes to lanor take off more quickly, anthat they are all in place anthat they are all compatible anthey reflect themselves in the cockpit.	N
But the general question I have, this person said, anI will just be very blunt about it, that ``those FAA people, they are going to eat her alive.''	N
It is a gooanswer, anit is an important answer anyou hit it immediately anyou hit it hard.	N
The fact that you have been in the bureaucracy, so to speak, in fact does mean a great deal.	N
I think the American people have no sense of what it is that an FAA Administrator goes through, what they face, the pressures on them, that everything is real-time, instant, anfunding is always short.	N
You have the advantage that aviation is one of the most high profile issues on the national agenda right now anvery much, obviously, in terms of security.	N
Your interest is in safety, your interest is in getting people back into airplanes, your interest is in having planes take off on time, lanon time, have them do it faster, but at the same time very safely.	N
Mr. Chairman, I move that John McCain be the Chairman of the Commerce Committee for this Congress.	N
Mr. Chairman, let me recommenfor consideration, anyou can take it up with the members, but now that we've grown to 22 members, you know, in the Appropriations Committee if we waitefor opening statements for all 22, the poor witness woulnever get to testify.	N
So if we can just forego those or the Chairman or Ranking Member or whatever or if some Senator's got a particular interest, we always yielto exceptions.	N
What we try to do is convenience the entire Committee, of course, anmainly the witnesses.	N
Because as you mentioned, there are some times where it's a burning issue for a witness or of a particular interest to members of the Committee.	N
But perhaps we coulinformally adopt a general rule that we do as they do on the far more dictatorial Appropriations Committee that we restrict the opening statements to the Chairman anRanking Member, except for those who might have a particular interest in the issue.	N
Anmembers are then recognizein order of seniority going down to make comments before we take up amendments.	N
Mr. Mineta, I think it is appropriate that you be the witness before our first formal new convening of this Committee.	N
Because you as a Democrat I think are significant of the new Administration's bipartisanship anbipartisan approach to governing in this new millennium.	N
This Committee has as you know because of your previous visits here works in a bipartisan fashion as well.	N
We are pleaseto see you before the Committee again anwoullike to acknowledge any of your family members who may be here.	N
Senator Carnahan, I am tolby the staff that we have efforts under way to extenthat side of the dais so that you will not be subjecteto sitting with the press.	N
So, is there anyone who woullike to make an opening statement or comments before we move to Senator Boxer anCongressman Dreier?	N
When I was the Vice Chairman of the National Transportation Safety Board, Norm Mineta was the Chairman of the Public Works Committee.	N
AnI think that his experience in transportation is not only welcome, but it absolutely necessary.	N
Because I think our transportation system in our country is under the most trial that it has been in a number of years.	N
Certainly in the aviation sector, I want to say I am very concerneabout this new performance baseorganization for the FAA.	N
I hope that we will be able to monitor it closely anwork out kinks if we finthem quickly.	N
I secondly hope that we will adopt a policy of an intermodal system that works for our country.	N
We are in vast neeof highway resources, especially in my State of Texas, that has the highest number of highway miles anthe longest foreign border of any State in our country.	N
Mr. Chairman, as you have noted, Mr. Mineta is an American success story anI ask that my statement be made part of the record.	D
I will be introducing a bill shortly to try to truncate the procedure by which runways, additional capacity at our airports are put in place.	N
AnI think we have got to really become aggressive in this legislation session to deal with that.	N
Mr. Chairman, I am just so delighteto be a member of your Committee, Senator Hollings anyou, Mr. Chairman are great leaders on the issues that the Committee focuses on.	N
Anthe reason I can be brief is because know that our frienNorm Mineta is no stranger to you.	D
I was here introducing him when he was nominateto be the Commerce Secretary by President Clinton.	D
I woullike to ask unanimous consent that Senator Feinstein's statement be insertein the recorat this time 	N
Briefly, I want to tell you that Norm Mineta representethe Silicon Valley in the House of Representatives for 21 years anI was happy to serve with him for 10 of those.	D
So he already is very familiar with the responsibilities of the Department of Transportation antransportation policy.	D
As Chairman of that Committee, he was the principle author of the Intermodal Surface Transportation Efficiency Act of 1991.	D
Anthat landmark legislation expandetraditional highway legislation to include transit, pedestrian improvements, bike paths.	N
He has extensive knowledge about our aviation systems, as has been pointeout by Chairman McCain, from serving as the Chairman of the Aviation SubCommittee anserving on the Metropolitan Washington Airports Authority.	D
Since leaving the House, Mr. Mineta has serveon several transportation relateFederal commissions anadvisory panels.	D
Mr. Mineta began his political career in 1967 when he became the first Asian Pacific American member of the City Council of his home town of San Jose, California which is as you know in the heart of the Silicon Valley.	D
Just 4 years later in 1971, he was electethe Mayor of San Jose, the first Asian Pacific American mayor of a major UniteStates city.	D
While serving in the Congress, Mr. Mineta foundethe Congressional Asian Pacific American caucus anhe serveas its first chair.	D
One area where I admire Norm so much, anI know so many of you do as well, was his fight to ensure the passage of the Civil Liberties Act of 1988 which officially apologizefor anaddressethe injustices endureby Japanese Americans during WorlWar II.	D
I want to say what a great honor it is for me to have joineSenators Boxer anFeinstein over the past week.	N
AnI am particularly honoreto be able to be here on behalf of my frienanformer colleague Norm Mineta.	D
We have heartalk about air safety which is something that is of great concern to every single one of us.	N
As a Southern Californian, I have to say that we have a wide range of infrastructure problems which neeto be addressed.	N
Anthat is why I believe that Norm Mineta will in this position as Secretary of Transportation do a superb job.	N
Last Saturday as we all listeneto President Bush's inaugural address, I was struck with the alliteration in which he referreto the neefor civility, compassion ancharacter ancourage.	N
Anas we listeneto the descriptions from our colleagues here of Norm Mineta, obviously, he comes to minwhen we think of all of those words.	N
AnI believe that if we look at the challenges aheain this new millennium, infrastructure, transportation issues will be key at every level.	N
I am also very concerneabout the globalization of our economy anthe fact that we are going to neeto make sure that we move goods anservices that are coming in from all over the worlgoing to anfrom.	N
AnI believe that it is essential that we focus on animprove our infrastructure so that we are able to maintain our preeminence in this global economy.	N
So I am very pleaseanprouas a Californian anas an American to wholeheartedly recommenanencourage the confirmation of our frienNorm Mineta.	D
Anwe know that you anSenator Boxer speak for all Californians as well as Americans in endorsing his new position in the Bush Cabinet.	N
Senator Stevens anI were just talking about why is it that they will not expanan airport in some parts of the country when it is clearly needed, when you must do that, anthen complain about the lack of air service anthe gridlock.	N
So we are going to have to take on some pretty powerful forces if we are going to reverse this trenwhich your Commission deemeinexorable.	N
Anas you made reference, sooner or later, it is bounto have some effect on America's economy.	N
So I think one of our highest priorities working with Senator Hutchison, Senator Rockefeller anothers is that we address this aviation issue ansoon.	N
The American people deserve better than what they have been getting from their government.	N
Anfrankly, not just their Federal Government, but their State anlocal governments as well.	N
During the last 2 weeks of Secretary Slater's service, he awardeapproximately $20 million in Federal funding to his home State of Arkansas for various transportation projects.	D
Just last week he awarde$4.8 million in grants for Arkansas Transit Airports anrural transportation studies.	N
Frankly, I believe this action by the Secretary given the timing raises questions about the justifications for such funding as well as the motives for the last minute awards.	N
What assurance can you offer this Committee that under your leadership the awarding of discretionary funding will be basesolely on merit rather than politics or other inappropriate criteria?	D
Anthat under your watch there will not even be an appearance of personal or political favoritism in the awarding of discretionary funding?	N
Anthat is because the public demands it provide certain services that are non-economical.	N
If you haa wonderful Amtrak high speetrain between New York anMiami anit dinot have to stop in Columbus, South Carolina, Richmond, Virginia an50 other places, it woulmake money.	N
Anyou have got more experience this minute than most Secretaries of Transportation haafter their 4 years of service.	D
Yeah, if we want to leave out some of those cities animprove that roamap, we neealternative solutions.	N
Otherwise, I want to answer the Chairman's question why the communities do not builadderunways or airport facilities because they are no longer in charge.	N
You see, when I practicelaw way back, the community of Charleston, for example, went out into the county, taxethemselves in the city, built the airport, got the tower up, went to Eddie Rickenbacker at Eastern Airlines ansaican we get the service?	N
Anafter negotiations, we came up to the CAB, the Civil Aeronautics Board, anwe saihere is the service.	N
In fact, when I first got here, we hafour airlines, National, Eastern, Delta anPiedmont.	N
I hathe Vice President of U.S. Air in my office on a Wednesday, just like today, anaskeU.S. Air how much a rountrip ticket for my wife to Charleston anWashington back on Friday morning.	N
So what you have hawith money controlling the competition is 85 percent of the small anmedium sizetowns of America subsidizing those long hauls to California andown from New York to Miami anthen overseas anotherwise.	N
Anmore than anything else, if I have to go through Charlotte, U.S. Air controls 85 percent of the landings antakeoffs.	N
Anwe have got a bill in that we are looking at anwe studieit in a judicious fashion to see if we can break up those hubs anget competition back again.	N
But somehow, some way you have got to understanthe reality of the effects of pricing on the consumer.	N
I understoowhy you startechoking a little while ago reading that stuff about average prices.	N
I mean, tell whoever is over at the Department not to write that out for you to reaanymore.	N
Anwe just founout here in the past couple of years, Senator Graham, myself anothers, that there is no security.	N
But let us say less than 2 percent of the containers coming in--I have got the fourth largest container port in the UniteStates.	N
If you go to Long Beach, New York, these other big ports, less than 2 percent are even inspected.	N
Rather than sending the stuff up in flowers, they couleasily just fill up containers ansen10 in anonly one woulbe inspected.	N
We know up in New Jersey that they have got a 25 mile place where they are supposeto inspect.	N
You know now from the Cole blow up anexplosion that they coulwell fill one of those containers anblow up the Port of New York.	N
They are competing to get the cargo in, move it in fast angetting it out annot having it delayefor inspection.	N
Because I am convincemost of the drugs coming in the country are right in those containers.	N
But let us break up those hubs anget some kinof competition back in the airlines anget the communities back.	N
They are the ones that built the facilities aneverything else of that kinangot the service.	N
So the communities themselves can open up anget addeservice, afacilities there aneverything else like that anbring back real competition like we habefore this so-callederegulation.	N
I woulreminour members anfor the benefit of our new members, the practice on the Committee is to go from one side to the other by order of appearances so-	N
If there is any one place in the Administration in this perioof time that shoulbe totally anobviously bipartisan, it is your Department.	N
It is my judgment that we shoulhave some way to get a certificate of need--if we can devise the process to get it.	N
If the neeis there, we will have a constraineperioof review anlimitereview as far as the courts are concerned.	N
More than 70 percent of our people within the State who travel from point-to-point go by air.	N
Anwhen we look at it--we have the Commissions looking at it now, particularly NIOSH, National Institute of Occupation anSafety anHealth.	N
At Dutch Harbor, the No. 1 fish port in the UniteStates, the runway is 3,300 feet long anthe jets, the 737s land.	N
We are at a point now I think where unless our aviation problems are solved, we will go downhill as a state.	N
I really think that what we neeto do is finsomeway to put that concept of eliminating the delays anfinding some way to increase the capacity of aviation as the No. 1 task for you.	N
In the days when we were a territory, we useto call--no ethnic slur involved--but we useto the call the Secretary of the Interior the Great White Father.	N
AnI urge you to take a look at the role that your department has playein the past as far as our State anHawaii.	N
What I woulreally like for you to do is to see if you can get together a group of task forces that woulwork with our Aviation Subcommittee, with the Aviation Subcommittee of the House ansee if we can come up with a proposal for this new century of matching the airport capacity with the demands of the future annot just try to catch up with what has been delayein the past.	N
My only real question to you is with regarto the role that you now play in terms of transportation, beyonaviation, what is the major task that you have in the Department.	N
Mr. Secretary, recently when the U.S./Japan bilateral air agreement was signed, it was haileas a great step forward.	N
However, because of capacity constraints, we finthat although our air carriers have the authority to provide service, no slots are available at Narita.	N
Someone suggestethat we shoulmake it an international policy objective to call upon the Japanese to open up Haneta to our air carriers.	N
Otherwise, it is just a paper agreement which is not helping the balance of payment or balance of trade.	N
At least in the interim, if they woulopen up Haneta, it woulaccommodate all carriers according to the contract anagreement.	N
But I woullike to ask you what actions DOT can anwill take, not only to look at the over scheduling of airlines at peak times at airports which cause delays even in the best of weather conditions, but also the general over scheduling of airlines period.	N
I understanthat they are trying use the equipment as efficiently as they can, but the number of delays from having to fix parts on an airplane anthe over scheduling at peak times I think must be addressed.	N
I think that what we ought to be able to do is to try to shorten that perioof time in order to have that additional capacity annot try to suppress on the demanside.	N
Because to me as we try to deal with airport delays by acting on the demanside, I think that woulreally be the wrong way to go.	N
I think you are certainly on the right track for trying to compact those anhave them run at the same time.	N
But I hope you will use the creativity anthe knowledge that you have to continue to look for other ways to determine how much is really needein that area, sort of a bottom up review of the regulatory morass that we have in that area.	N
But I have to tell you I am concerneabout the boarthat has been appointeto run the ATO.	N
AnI respect those who I know, but I think some of the backgrounds of the people on that boarare not the technical backgrounds with the aviation experience that I think we neeif we are going to have that very high area of responsibility for our air traffic control system rest in that board.	N
Anwill there be a system in which we can monitor, very carefully, the progress that is being made?	N
Mr. Secretary, let me seconSenator Hollings' judgment about the amount of experience that you bring to this.	D
Anit was a delight to sit with you in my office anI thank you for the time to examine some of these issues.	N
Obviously, you have just come into this with so much more backgrounanunderstanding which will allow you to I think get off to a terrific start anwe are all grateful for that.	D
If I couljust--because we hatime to talk anyou have answerea number of the key questions, I want to flag a few things for the recorif I can quickly.	N
I listeneto Senator Hutchison talk about the needs, the infrastructure needs, anevery comment thus far has underscorethe degree to which we are behinthe curve in terms of our capacity.	N
AnI think that we are headefor an enormous collision here in the Congress at the current rate, given the President's adherence to the campaign.	N
If you look at the numbers, CVO will come out in a couple of weeks with the 10 year estimates on surplus.	N
When you finish with the Medicare set aside, Social Security, inviolate interest payments, you are down to about a $2.2 billion available sum of money available for tax cut aneverything else.	N
When you finish with inflation anwith population growth anwith the amount of money that the military is going to come in anask for which we all understanis very significant, you may be looking at this.	N
Anthere are going to be enormous pressures, not just within this Committee, but within all kinds of Committees here.	N
Despite the fact that there were some 2,600 rescues, 10,000--I mean, an extraordinary amount of increase in their requirements for drug enforcement, fishing enforcement, not to mention the increases in recreational boating another things we look to them for.	N
AnI just want to say that in point of fact, only if you include depreciation ancapital expenses can you come up with a notion that somehow they are not doing a better job.	N
Actual operating expenses in fact the losses have decreasebecause there has been an increase in capital stock investment, increase in ridership, the Acela train now coming on anso forth.	N
We, it seems to me, are sort of lockeinto an absence of common sense here with respect to some of these problems.	N
I have prepareto join with Senator Wyden anothers in reintroducing the passengers' bill of rights.	N
But it seems to me that it is only by creating sort of a shake up to the workings of the marketplace that were actually going to get people to recognize some realities.	N
Now, the Chairman has suggestea number of different ways we can approach that, but nobody has done anything.	N
Because we have allowethe airlines to increase volume andeliver a terrible service ancreate these pockets of monopoly which are not competitive, where they make up for the subsidy to attract more people than they really ought to be attracting in other markets, we deprive other entities of an intermodal transportation system from being competitive according to market forces.	N
If prices in fact reflectethe cost of tickets for moving those numbers of people in anout of those places at peak times, more people might say, oops.	N
Amtrak cannot possibly be judgeproperly if it is not given the capital grants ancapital expense investment capacity to be able to attract the ridership to take people from point A to point B on time ancomfortably in a way that is competitive andecent.	N
You know, we can manage 5,000 aircraft in the air at one time in congesteair space over Iraq without a collision, but we are not able to provide emergency relief through all of our technology to our own air system.	N
These are contradictions that I think most of our citizens are simply tireof putting up with.	N
AnI think all of us here are really anxious to work with you with a realistic approach to all of this.	N
But unless we are prepareto invest, Mr. Secretary, in an intermodal system angive local communities the flexibility not to be lockeinto building a highway when they do not want to or to having to increase automobile traffic when that is not their first choice, but rather being able to keep the spirit of what we diboth in ISTEA anTEA-21, I think we are going to have a very difficult time responding.	N
AnI simply wanteto lay that out to you that we are really in neeof a measure of honesty, a lot of harchoices are<plus-minus> put on the table anall of us neeto step back from some of the easy political choice here anrecognize that the long-term investment needs of this country are being deferreandeferreandeferred.	N
I finally might athe lost of productivity--the loss of productivity for the hours of our businesspeople spent, obviously, digitalization anPalms anthe capacity to e-mail from your seat has alleviatesome of that.	N
But nevertheless, the loss of face time, the amount of--numbers of goods anproducts that do not move expeditiously is costing this country literally billions of dollars ancountless percentage points in productivity.	N
Secretary Mineta, we very much enjoyelistening to your remarks anyour understanding of the importance of intermodalism anhow all passengers ancargo work together.	N
In my experience as Governor, anI think all of us recognize here, that Federal transportation policy, especially insofar as roads are concerned, are as much environmental policy as they are transportation policy.	N
Concepts such as the Public Private Transportation Act which we passein Virginia another states are emulating the matter.	N
I am just reading here on the Coal Fields Expressway which will link West Virginia, Kentucky anSouthwest Virginia together.	N
On Federal environmental studies needeon this expressway's impact on the Indiana brown bat ana small worlPagonia, two endangerespecies, coultake up to a year to complete State transportation officials stated.	N
Now, this is consistent with Senator Hutchison's concern anwhat you are saying having these studies work concurrently.	N
A private company, Brown & Root anRepoca, are the ones who will be using this private/public transportation method.	N
But if you do not run these studies concurrently, that just delays this particular roaproject in Far South, West Virginia which has high unemployment.	N
I look forwarto working with you on the thircrossing anHampton Roads which will be important for our port which has nearly doubleits containerizecargo capacity.	N
The Wilson Bridge, the tech way with the new crossing of the Potomac, high speerail is generally being completefrom Boston to D.C.	N
AnI do think, Senator Hollings, it ought to stop in Richmonas well as Raleigh, Charlotte, Greenville, on down to Atlanta.	N
AnI woullike to ask you do you favor competitive bidding on Federal projects, open competitive bidding on Federal transportation projects?	N
On the Woodrow Wilson Bridge, our State of Virginia anGovernor Gilmore have been trying to make sure that we have full open bidding on that contract.	N
The State of Marylandisagrees with the Commonwealth of Virginia on that in this compact.	N
Anthey want to have what are callethese PLAs which have a great deal of concern that inhibits the ability of non-union contractors to do that work.	N
So that we coulhave full anfair open competition for that project anthereby not subjecting the taxpayers Federal or either states from overruns or addecosts from having lessenecompetition in that bidding.	N
This is a project labor agreement which means that there is an agreement with the State of Maryland, but there is a compact for the Woodrow Wilson Bridge between Virginia, Maryland, anthe District, the Federal Government promisewell over $1.5 billion on this.	N
We in Virginia do not care to be hit with cost overruns because from studies usually if you only allow union contractors to work, that means that non-union folks cannot even compete for it or have to increase their wage scales.	N
So as I understanit, at the last moment, the State of Maryland, Governor Glendenning, anthe State of Marylanaskefor Federal approval of that.	N
AnI hope you will review it in the concept of making sure we keep that project in line as far as costs are concerned.	N
AnI think we neeto use technology to think outside the box or outside the CPU as far as transportation matters are concerned.	N
AnPresident Clinton last spring haan opportunity to sign an Executive Order on Federal workforce transportation, but he strippeaway a provision to expanopportunities for Federal workers to telecommute from home.	N
I think telecommuting or teleworking is just a great idea to improve our quality of life, reduce commute times as well as improve air quality where people wherever possible anpractical coulwork at home a few days out of the week using a computer.	N
Now, the Federal workers in this area, as you well know, the Federal Government is the largest employer in the metro D.C. area.	N
So I think that some of the studies, anCongressman Wolfe on the House side has workeon this extensively.	N
Some studies estimate as many as 470,000 workers coultelework in the Washington, D.C. area, including 270,000 Federal employees.	N
Now, if all of them were to telecommute, that wouleliminate 658,000 vehicle trips anmore than 3.6 million vehicle miles.	N
